gene,IMR-90_NPC_siNC_1,IMR-90_NPC_siNC_2,IMR-90_NPC_siNC_3,IMR-90_NPC_siNC_4,IMR-90_NPC_siNC_5,IMR-90_NPC_siNC_6,IMR-90_NPC_siZCC_1,IMR-90_NPC_siZCC_2,IMR-90_NPC_siZCC_3,IMR-90_NPC_siZCC_4,IMR-90_NPC_siZCC_5,IMR-90_NPC_siZCC_6
AC093585.1,4,7,4,1,0,3,7,7,5,6,4,5
AC005237.1,6,7,11,1,3,2,9,9,13,6,9,10
MTERF4,6142,6647,6534,5226,6746,6266,4631,5828,4907,4175,4651,5262
PASK,4847,5311,4888,4114,5491,5061,3583,4422,3862,3226,3731,3759
AC005237.2,0,0,0,0,0,2,0,0,0,0,0,0
PPP1R7,5184,5537,6054,4205,5398,5454,3725,4492,3859,3255,3617,4016
ANO7,123,102,97,91,123,124,88,103,93,62,98,104
HDLBP,66807,71447,71101,56567,70875,68956,54444,63872,57812,47995,50994,59232
SEPTIN2,79924,81826,84865,64993,82705,82346,61857,79354,67789,54597,59018,72942
AC104841.1,0,1,0,0,0,1,1,0,0,1,0,0
AC005104.1,13,0,16,3,3,15,2,4,5,2,1,2
FARP2,5419,5139,5189,4292,5352,5541,3300,4406,3733,3135,3397,3825
AC005104.2,0,0,0,0,0,1,0,0,0,0,0,0
MIR3133,0,0,2,0,0,0,0,1,1,1,0,2
KCTD5P1,6,17,13,16,12,20,3,3,3,13,6,5
STK25,17601,18616,19086,14715,18259,17814,13481,15767,13967,12001,13388,14294
BOK-AS1,20,15,16,17,15,20,8,8,6,8,12,14
BOK,2493,2438,2498,2112,2370,2570,1829,1958,1798,1504,1552,1863
AC133528.1,27,25,23,21,15,25,18,24,26,9,10,14
THAP4,4423,4853,5138,3560,4882,4559,3822,4101,3757,3335,3457,3892
RNA5SP122,5,2,1,3,3,0,4,3,2,0,0,0
ATG4B,11309,12410,12420,9735,12108,11321,9207,11097,9855,8120,9249,10140
DTYMK,4235,4494,4612,3454,4264,4345,3021,3663,3148,2756,2943,3329
ING5,6630,6814,7278,5588,6944,6621,5375,6755,6204,4959,5143,6153
AC114730.3,0,0,2,0,3,3,1,1,0,4,0,0
D2HGDH,3154,3461,3157,2787,3179,3069,2715,3193,3048,2465,2823,3104
AC114730.1,21,12,15,9,15,17,10,15,10,8,8,12
AC114730.2,0,0,0,0,4,2,7,0,1,2,0,0
GAL3ST2,60,76,77,75,71,60,66,78,92,62,73,73
AC131097.1,0,1,2,0,0,2,0,0,0,3,0,0
AC131097.2,13,6,5,3,6,12,3,2,10,10,2,14
NEU4,57,56,60,47,53,68,54,54,42,45,45,71
AC131097.3,1,0,1,2,2,1,0,4,1,0,2,0
PDCD1,0,0,0,0,0,0,1,2,0,3,0,0
RTP5,254,357,352,260,337,260,259,249,192,201,263,237
LINC01237,22,37,20,21,32,25,25,37,21,19,32,22
FAM240C,0,0,0,0,0,0,0,2,0,0,0,0
LINC01238,293,297,303,243,353,293,203,295,202,182,223,190
AC093642.2,95,76,93,91,106,79,68,85,75,50,64,57
AC093642.1,0,0,0,0,0,0,0,0,0,0,0,0
AC093642.5,1,0,1,0,0,6,0,2,1,1,3,0
LINC01880,0,1,1,0,0,1,0,0,0,0,2,0
LINC01881,281,294,255,205,361,345,217,273,238,191,220,249
CICP10,0,0,0,0,0,0,0,0,0,0,0,0
SEPTIN14P2,0,1,0,2,2,0,0,1,0,4,0,1
RPL23AP88,7,13,13,3,12,11,3,8,8,1,5,10
LINC01986,0,0,0,0,0,0,1,0,0,0,0,0
AC066595.1,0,0,0,0,0,0,0,0,0,0,0,0
CHL1-AS2,0,0,2,0,0,0,0,0,0,0,0,0
AC066595.2,0,0,1,2,0,0,0,0,0,0,0,0
CHL1,1,1,1,4,2,5,1,4,0,0,0,0
RNU6-1194P,0,0,0,0,0,0,0,0,0,0,0,0
RPS8P6,0,0,0,0,0,0,0,0,0,0,0,0
CHL1-AS1,0,0,0,0,0,0,0,0,0,0,0,0
AC087428.1,0,0,0,0,0,0,0,0,0,0,0,0
LINC01266,0,0,0,0,1,2,2,0,0,2,0,1
RPSAP32,0,0,0,0,0,0,0,0,0,0,0,0
AC090044.1,0,0,0,0,0,0,0,0,0,0,0,0
AC087430.1,0,0,0,0,0,0,0,1,0,0,0,0
RN7SL120P,0,0,0,0,0,0,0,0,0,0,0,0
CNTN6,1,1,1,1,1,1,0,0,0,1,2,0
CRB3P1,0,0,0,0,0,0,0,0,0,0,0,0
RPL23AP38,2,1,2,2,0,2,1,1,2,1,1,2
RPL23AP39,0,0,0,0,0,0,1,0,0,0,0,0
RPL21P17,0,0,1,0,0,0,0,0,1,0,0,1
AC018814.1,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP144,0,0,0,0,0,0,0,0,0,0,0,0
CNTN4,8,11,7,12,12,2,5,17,6,6,10,7
CNTN4-AS2,0,0,0,0,0,0,0,0,0,0,0,0
AC087427.1,0,0,0,0,0,0,0,0,0,0,0,0
HINT2P1,0,0,0,1,0,0,0,0,0,0,0,0
DNAJC19P4,0,0,0,0,0,0,0,0,0,0,0,0
CNTN4-AS1,0,1,0,3,1,0,1,0,0,0,0,0
IL5RA,172,107,224,139,188,230,46,80,166,119,68,113
AC024060.1,0,0,0,0,0,0,0,0,0,0,0,0
TRNT1,2335,2234,2322,1682,2589,2425,1530,2212,1806,1310,1500,1808
CRBN,4729,4899,5234,3773,5028,4835,3569,4479,3585,3151,3451,4033
AC024060.2,166,171,245,153,200,174,129,167,138,108,107,112
AC034195.1,11,4,7,3,8,7,8,4,8,5,2,7
SUMF1,2532,2219,2529,2046,2264,2606,1458,1626,1496,1219,1307,1628
LRRN1,14151,15575,14095,11799,16971,15167,11963,15047,12223,11027,11999,12557
AC023480.1,193,252,223,146,217,204,178,268,174,190,156,217
PNPT1P1,12,15,10,10,12,12,14,22,19,9,12,15
AC023483.1,3,15,6,9,10,7,6,14,6,8,8,11
SETMAR,1707,1688,1849,1387,1856,1831,1132,1431,1176,964,1195,1179
MRPS10P2,0,0,0,0,3,2,1,2,0,1,1,2
ITPR1-DT,67,56,49,34,51,44,26,55,35,32,19,54
ITPR1,3966,3491,3455,3319,3614,4812,2037,2800,2437,1723,1944,2705
EGOT,6,2,3,4,2,7,0,2,1,3,0,0
AC018816.2,0,0,0,0,0,0,0,1,1,0,0,0
AC018816.1,12,4,11,12,12,17,6,13,3,5,7,4
BHLHE40-AS1,84,77,61,71,72,68,62,61,47,55,41,42
BHLHE40,4280,4174,4192,3471,4273,4136,3304,3830,3804,3169,3043,3975
RNF10P1,0,0,0,0,0,0,0,0,0,0,0,0
UBTFL8,0,4,0,0,0,0,0,0,0,1,0,3
AC090955.1,1,0,0,0,0,0,0,0,0,0,0,0
AC090955.2,0,0,0,0,0,0,0,0,1,0,0,0
ARL8B,7757,7811,8208,6057,8039,7784,5960,7740,6293,5221,5542,6727
AC026202.2,38,24,26,22,29,17,14,22,27,14,18,24
AC026202.3,4,2,2,1,4,7,4,2,6,3,4,1
EDEM1,3507,3785,3302,2989,3742,3753,2609,3516,3050,2296,2414,3063
MIR4790,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL553P,0,0,0,0,0,0,0,0,0,0,0,0
AC026202.1,0,0,0,0,0,0,0,0,0,0,0,0
AC087857.1,0,0,0,0,0,0,0,0,0,0,0,0
AC026167.1,1,0,0,0,0,0,0,0,0,0,0,0
AC027119.1,0,0,0,0,0,0,0,0,0,0,0,0
AC069277.1,1,0,3,0,0,2,0,0,1,1,0,0
GRM7-AS3,0,0,0,0,0,1,0,0,0,0,0,0
AC069277.2,0,0,0,0,0,0,0,0,0,0,0,0
GRM7,1,0,2,0,2,0,1,4,1,0,0,2
MRPS36P1,27,10,17,16,21,24,24,14,15,18,13,15
GRM7-AS2,0,0,0,0,0,0,0,0,0,0,0,0
AC066585.1,0,0,0,0,0,0,0,0,0,0,0,0
GRM7-AS1,0,0,0,0,0,0,0,0,1,0,1,0
AC077690.1,7,7,12,3,5,9,16,13,4,6,5,6
LMCD1-AS1,129,147,130,76,132,113,79,114,87,70,82,115
AC018832.1,0,0,1,0,0,0,1,0,0,0,0,0
AC023481.1,7,0,1,0,3,4,2,1,2,5,1,1
RNU4ATAC17P,0,0,0,0,0,0,0,0,0,0,0,0
LMCD1,1381,936,1005,976,962,1081,668,680,726,360,537,650
AC034187.1,0,0,0,0,2,1,1,1,0,1,1,0
SSUH2,109,129,105,80,134,98,72,108,85,32,65,59
OR7E122P,5,0,0,1,1,5,1,4,2,0,0,5
CAV3,2,6,2,0,2,6,1,0,5,2,0,3
OXTR,647,629,534,503,630,659,445,619,569,373,414,480
RAD18,2283,2485,2433,1838,2726,2365,1629,2281,1778,1377,1720,1914
AC034186.2,0,0,0,0,0,0,0,0,0,0,0,0
AC034186.1,0,0,0,0,0,0,0,0,0,0,0,0
SRGAP3,38249,42241,39190,33229,44178,42580,27288,35423,29756,25413,29554,29842
SRGAP3-AS1,21,3,17,11,15,18,4,12,4,3,4,3
AC037193.1,0,0,1,0,0,1,0,1,0,1,0,0
SRGAP3-AS2,3,2,1,2,5,8,2,0,3,2,0,3
SRGAP3-AS3,0,0,0,0,0,0,2,0,0,2,0,0
SRGAP3-AS4,26,22,26,10,23,26,14,15,11,15,17,19
AC026191.1,56,47,55,29,38,42,27,47,37,25,28,43
PGAM1P4,4,2,8,8,2,2,2,5,4,2,4,3
THUMPD3-AS1,5311,5558,5372,4119,5766,5603,3715,5204,3964,3324,3848,4177
THUMPD3,5825,5943,6032,4633,6229,5851,4230,5565,4444,3829,4118,4903
SETD5,41090,42537,41264,34288,43886,41564,32550,41494,36302,29713,30696,37159
LHFPL4,4971,6289,5696,4245,6365,5383,4012,4668,3473,3439,4288,4038
DUSP5P2,0,2,1,0,1,0,0,0,0,1,0,0
MTMR14,3565,3804,4006,2893,3822,3832,2833,3309,3091,2471,2846,3121
AC022382.2,42,47,51,34,50,43,29,58,35,30,34,28
CPNE9,52,52,51,46,53,45,32,44,32,19,32,34
BRPF1,4058,4623,4463,3710,4505,4278,3204,3669,3341,2857,3026,3576
OGG1,4890,5382,5277,4203,5360,5194,3850,4591,3785,3390,3871,4113
CAMK1,3547,3884,4097,2935,3921,3441,2632,3041,2606,2226,2676,2929
TADA3,14079,15455,15795,11419,14812,14352,10685,12372,10757,9631,10643,11666
ARPC4,6056,6533,6848,4879,5908,5981,4271,5087,4261,3595,4242,5141
ARPC4-TTLL3,26,41,41,22,38,41,29,43,43,27,28,44
TTLL3,3604,3745,3873,3158,3761,3411,2561,3724,3294,2541,2936,3199
AC022382.1,58,57,59,60,82,63,51,41,45,57,49,68
RPUSD3,2876,3181,3224,2438,3116,2916,2345,2687,2325,2037,2277,2523
CIDEC,2,1,8,1,8,1,3,0,4,1,2,1
JAGN1,2950,3175,3351,2401,3118,2872,2180,2648,2249,1910,2082,2448
IL17RE,267,255,342,189,276,229,267,290,267,260,232,272
IL17RC,2648,2788,2934,2268,2685,2736,1871,2235,1968,1771,1954,2239
RNU6-882P,0,0,0,0,0,0,0,0,0,0,0,0
AC018809.3,0,0,0,0,0,2,0,0,0,0,0,0
CRELD1,470,579,583,446,550,496,379,660,506,390,474,558
AC018809.1,69,52,64,70,67,59,51,62,39,34,40,53
PRRT3,2578,2932,2885,2250,2887,2776,2079,2370,2136,1882,2069,2332
PRRT3-AS1,88,93,108,83,75,81,70,65,63,67,73,70
AC018809.2,111,128,127,111,124,145,68,112,84,67,83,86
EMC3,4880,5197,5213,4037,4959,4843,3456,4220,3603,3017,3208,3945
EMC3-AS1,1140,1286,1253,1002,1281,1159,821,1099,921,728,879,841
CYCSP10,18,29,13,18,29,23,9,18,17,11,28,21
AC022007.1,516,569,572,500,562,560,337,454,350,310,410,382
CIDECP1,1620,1807,1821,1317,1786,1642,1375,1650,1408,1240,1343,1508
FANCD2,4132,5087,4491,3471,5097,3987,3504,4472,3852,3119,3742,3748
RNU6-670P,1,1,0,0,0,0,0,1,0,0,0,1
CYCSP11,0,1,0,0,0,0,0,0,0,1,0,0
FANCD2OS,2,2,1,2,0,5,2,1,0,0,2,2
BRK1,12446,13471,14247,10039,13219,12770,9458,11270,9894,8032,9217,11004
VHL,16165,16725,17719,13227,17450,16662,11214,14421,11949,10017,11380,12632
AC034193.1,31,18,35,21,23,19,28,16,10,11,6,10
IRAK2,443,506,521,351,445,509,410,470,346,357,341,448
TATDN2,2692,3009,3125,2345,3157,3022,2025,2455,2134,1811,2064,2178
AC022384.1,0,0,0,0,0,0,0,0,0,0,0,0
LINC00852,43,46,56,45,64,56,26,52,55,39,32,38
GHRL,73,87,104,67,91,78,53,65,65,62,47,47
GHRLOS,130,135,132,87,137,148,75,114,93,77,85,94
AC022384.2,0,0,0,0,0,0,0,0,0,0,0,0
SEC13,9299,9991,10440,7607,9620,9662,7789,9009,7991,6898,7409,8722
ATP2B2,1504,1649,1522,1311,1800,1582,1379,1443,1339,1505,1372,1292
MIR378B,0,1,0,0,0,0,0,0,0,0,0,1
MIR885,0,0,0,1,0,0,1,0,0,0,0,0
ATP2B2-IT1,0,0,0,0,0,0,0,0,0,0,0,0
ATP2B2-IT2,0,0,0,0,0,0,0,0,0,0,0,0
LINC00606,139,113,126,78,126,116,50,95,89,61,90,91
AC018495.1,0,0,0,0,0,0,0,0,0,0,0,1
SLC6A11,471,817,550,389,855,422,760,910,708,750,823,714
AC027128.1,2,14,5,6,8,11,2,2,5,3,2,2
SLC6A1,8104,10259,8859,6947,10175,8039,9621,11373,9232,8475,9219,9369
SLC6A1-AS1,0,0,1,3,1,0,3,2,1,2,0,1
AC066580.1,2,1,0,0,0,0,1,1,1,1,0,3
HRH1,92,88,91,69,68,75,47,89,52,48,38,84
AC083855.2,0,1,0,2,2,1,2,1,1,1,0,3
CHCHD4P4,2,2,0,0,4,1,0,1,3,1,0,0
ATG7,2349,2568,2473,1855,2394,2391,1706,2059,1875,1616,1766,1978
AC083855.1,0,0,0,0,0,0,0,0,0,0,0,0
AC026185.1,1,1,0,0,0,3,0,0,2,1,0,2
AC022001.1,3,6,12,5,6,5,1,0,3,2,1,1
VGLL4,11523,12128,12538,9364,12285,11630,9088,10871,9627,7849,8736,9874
AC022001.2,5,5,9,9,5,8,2,7,4,2,6,2
AC022001.3,10,24,11,8,5,13,10,11,15,4,7,3
TAMM41,1315,1246,1231,970,1239,1249,852,1171,899,740,797,966
FANCD2P2,1,0,2,1,1,0,2,1,5,1,0,2
CYCSP12,1,0,0,0,0,0,0,0,0,0,0,0
NUP210P2,0,0,0,0,0,0,0,0,0,0,0,0
MARK2P14,0,0,0,0,1,0,0,0,0,0,0,0
AC090958.1,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL147P,0,0,0,0,0,0,0,0,0,0,0,0
SYN2,168,233,175,128,219,169,156,158,178,126,160,146
ACTG1P12,2,1,5,3,2,0,0,0,1,4,1,0
TIMP4,2727,3346,2977,2337,2958,2623,2672,2954,2647,2241,2722,2896
MTCO1P5,0,0,1,0,0,0,0,0,0,0,0,0
GSTM5P1,0,0,0,0,0,0,0,0,0,3,0,0
PPARG,4,4,6,7,6,6,7,5,9,0,2,0
AC091492.1,16,14,20,12,20,19,5,17,12,16,10,14
TSEN2,2244,2421,2382,1762,2537,2336,1642,2209,1852,1549,1626,1936
RNA5SP123,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-377P,25,17,22,13,32,19,12,25,29,8,17,17
MKRN2OS,4,4,4,2,2,5,9,1,1,1,3,4
MKRN2,5254,5547,5585,4192,5422,5434,3872,4893,4354,3479,3661,4672
RAF1,18720,20132,20435,15797,20066,19665,13845,17207,14534,12428,13558,15194
CRIP1P1,0,0,0,0,2,0,0,0,0,1,2,1
TMEM40,6,3,10,3,3,2,4,12,3,2,3,2
KRT18P17,10,6,12,5,7,18,7,7,10,9,9,9
CAND2,3298,3694,3505,2770,3699,3340,2834,3154,2816,2566,2683,2990
AC034198.2,48,51,41,32,33,42,40,31,22,39,23,41
RPL32,29804,36438,35294,25244,33411,30034,27128,30796,26878,25284,26515,30627
SNORA7A,0,0,0,0,0,0,0,0,0,0,0,0
AC034198.1,0,0,0,0,0,0,0,0,0,0,0,0
LINC02022,0,4,3,0,0,2,4,4,2,0,0,2
IQSEC1,22389,25862,23620,18871,26270,23994,19048,22754,18888,16908,18544,19318
AC069271.1,6,5,1,1,3,8,5,4,2,4,1,3
NUP210,3840,4727,4059,3427,4909,4135,3386,4155,3378,2734,3376,3156
AC027124.2,0,0,0,1,0,0,0,0,0,0,0,2
AC027124.1,0,0,1,0,0,0,0,0,0,0,0,0
HDAC11-AS1,15,13,10,8,12,15,10,8,10,6,7,10
HDAC11,2778,3119,3179,2324,2974,2929,2170,2356,2288,1878,2246,2442
FBLN2,156,130,134,91,137,93,134,169,148,120,101,150
LINC00620,47,50,61,42,34,48,28,46,21,38,37,30
WNT7A,5536,6835,5935,4494,6986,5414,6371,7597,6527,5686,6341,6571
VN1R20P,24,45,41,45,29,31,27,34,33,29,29,32
FGD5P1,9,6,1,4,9,3,6,1,7,9,4,5
TPRXL,2,1,8,2,2,3,1,2,4,5,2,7
AC090004.2,0,0,2,0,1,0,1,1,0,0,0,0
VN1R21P,0,0,0,1,0,0,0,0,0,0,1,0
CHCHD4,808,896,981,744,904,924,574,811,709,593,608,724
TMEM43,9640,9457,10046,8186,9459,10022,6673,8061,7329,5715,6010,7794
AC090004.1,297,346,295,270,352,312,220,279,238,194,233,244
AC093495.1,78,85,73,58,79,111,70,57,68,41,50,44
XPC,10670,11261,10912,8841,11374,10831,8018,10093,8894,6848,7763,9217
LSM3,3711,4016,4202,2746,3804,3635,2467,3158,2648,2125,2590,2909
AC093496.1,0,0,0,0,0,0,0,0,0,0,0,1
LINC01267,0,1,0,0,2,0,0,0,4,0,1,3
RNA5SP124,0,0,0,0,0,0,0,0,0,0,0,0
SLC6A6,3703,3924,3689,3211,3984,3783,2908,3469,3004,2439,2718,2804
GRIP2,1459,1820,1689,1279,1763,1401,1477,1707,1271,1175,1453,1314
RNU6-905P,0,2,3,1,3,5,1,2,2,0,0,5
RHBDF1P1,4,6,3,9,11,1,1,10,3,2,8,8
AC090952.2,1,0,0,0,0,0,0,0,0,0,1,0
AC090952.1,8,11,17,2,13,9,5,10,7,11,5,5
CCDC174,3213,3467,3488,2634,3428,3474,2404,3074,2627,2183,2300,2795
C3orf20,151,171,139,113,196,185,96,140,116,110,107,137
AC090957.1,0,0,0,0,0,0,0,0,0,0,0,0
AC087591.1,0,5,2,3,4,1,0,3,2,0,0,1
LINC02011,2,3,1,3,2,2,3,1,6,1,1,2
FGD5,1781,2329,2041,1631,2405,1984,1724,1925,1395,1560,1813,1401
FGD5-AS1,23329,25036,23805,19234,26510,24660,17080,21984,18144,15286,17051,19451
NR2C2,11866,12309,10819,8900,13846,13198,9334,12348,9831,8349,9222,10135
MRPS25,6665,7863,7109,5814,8164,7329,5758,7443,6098,5063,5871,6263
RBSN,14989,16142,15233,12322,16909,15500,11467,14777,12655,10438,11437,13012
AC090954.1,1,2,0,0,1,2,3,0,0,3,1,0
RPS3AP53,1,1,0,0,1,1,0,1,1,1,0,0
COL6A4P1,5,0,4,1,4,5,4,5,4,2,4,4
CAPN7,5875,6089,5741,4428,6383,6540,4608,5882,5003,3888,4392,5164
SH3BP5-AS1,2582,2670,2634,2174,2894,3038,1727,2343,1905,1512,1679,1980
SH3BP5,8711,10654,10114,7464,10936,9481,7585,8859,6972,6400,7333,7418
RNU6-454P,0,0,0,0,0,0,0,0,0,0,0,0
HMGN2P7,17,15,25,12,25,11,9,19,3,8,17,13
METTL6,3789,4166,4091,3024,4343,4046,2895,4064,3200,2631,2926,3261
EAF1,8029,8613,8005,6240,8795,8697,5889,7715,6311,5145,5914,6579
RNU6-1024P,1,1,0,3,0,0,0,1,0,0,0,1
EAF1-AS1,50,37,54,31,53,39,36,34,35,26,29,31
COLQ,1044,1213,1190,933,1323,1171,746,1093,960,771,973,835
MIR4270,3,0,0,0,0,0,0,0,1,0,0,0
AC027129.1,2,0,0,0,0,0,0,0,0,0,0,1
RN7SL110P,2,1,3,2,2,3,3,10,0,5,2,2
HACL1,2027,2077,2193,1545,2039,2011,1459,1784,1559,1250,1401,1695
BTD,3017,3054,2869,2421,3188,3192,2131,2867,2440,2133,2141,2621
ANKRD28,6199,6216,5865,4931,6857,6430,4659,6282,4806,4209,4461,5327
MIR3134,0,0,0,0,8,0,1,2,2,1,0,0
AC090950.2,4,3,3,0,1,1,3,2,3,2,2,5
AC090950.1,12,8,17,14,7,17,12,15,11,8,19,15
RN7SL4P,137,141,116,92,124,129,106,123,125,113,114,133
AC090945.1,65,50,81,48,102,55,44,66,42,32,41,46
MIR563,6,11,4,4,15,13,13,7,7,4,6,13
IMPDH1P8,206,189,191,150,208,209,116,184,151,125,143,163
AC090946.1,94,123,112,91,108,84,55,90,59,56,78,49
GALNT15,398,457,357,298,396,418,333,403,395,264,258,404
AC090953.2,0,0,1,0,0,0,1,0,0,1,0,0
DPH3,4910,5037,5504,3948,5197,5169,3830,4988,4078,3131,3497,4420
OXNAD1,1418,1433,1286,973,1510,1328,1155,1488,1296,1043,1066,1335
AC090953.1,7,2,4,1,1,4,1,1,2,1,1,4
RFTN1,10318,9357,10693,8598,8590,11034,5517,7080,6243,4660,4937,7118
AC090948.1,49,48,42,32,43,42,40,67,38,23,25,51
AC090948.2,67,58,36,52,62,49,34,39,59,39,46,69
AC090948.3,43,56,57,31,43,60,39,55,33,45,26,42
AC090948.4,48,36,33,30,30,51,41,38,29,34,27,14
AC010727.1,5,6,3,4,2,3,5,7,0,5,1,1
LINC00690,2,1,1,0,0,0,0,0,0,0,0,3
AC010139.1,0,1,0,1,0,0,0,1,0,0,0,0
DAZL,57,102,91,71,116,89,47,81,65,55,72,57
AC091493.1,5,2,8,7,13,2,10,6,3,1,1,4
CDYLP1,4,3,6,8,4,7,9,5,4,8,2,3
PLCL2,2888,3256,3254,2347,3481,3064,2421,3058,2380,1922,2326,2481
MIR3714,0,0,0,0,0,0,0,0,0,0,0,0
PLCL2-AS1,3,1,8,1,5,0,5,0,0,0,2,0
AC090644.1,5,4,4,3,2,2,1,11,2,4,3,3
TBC1D5,9449,10277,9087,7751,11021,9854,7806,10213,8884,7598,7749,9117
AC090960.1,0,0,0,0,0,0,1,0,0,0,0,0
AC140076.1,1,0,3,1,4,4,3,0,0,2,1,2
RNU7-10P,0,0,0,0,0,0,0,0,0,0,0,0
AC104451.1,12,19,12,4,11,19,13,11,9,9,7,8
AC104451.2,3,1,1,1,2,1,0,0,1,1,0,1
AC104297.1,9,8,8,3,11,6,6,5,5,4,6,5
PDCL3P3,0,1,1,2,1,0,1,1,3,3,3,0
AC132807.1,3,0,0,0,0,0,0,0,0,0,0,0
AC132807.2,12,12,11,12,11,16,14,15,17,6,19,16
SATB1,4689,4744,4698,4050,5147,5346,3499,4482,3915,3488,3474,3932
AC144521.1,0,0,0,0,0,0,0,0,0,0,0,0
SATB1-AS1,61,43,52,40,29,82,29,42,34,25,26,32
RAD23BP1,49,28,35,32,43,36,25,32,24,29,23,37
RNU6-138P,0,0,0,0,0,0,0,0,0,0,0,1
KCNH8,2753,3169,2838,2235,3601,3001,2430,3317,2557,2305,2488,2720
MIR4791,0,0,0,0,0,0,0,0,0,0,0,0
AC061958.1,0,3,0,0,1,2,0,0,0,0,2,0
EFHB,346,388,349,305,370,377,303,404,312,243,286,377
HSPA8P18,30,33,38,21,36,39,37,52,40,36,24,25
RAB5A,13410,13455,14292,10395,13385,13593,9833,13040,10947,8722,9392,12077
PP2D1,5,0,6,2,2,4,0,3,4,1,1,4
RNU4-85P,5,3,9,4,2,6,2,4,6,7,4,4
SAP18P3,0,0,0,0,0,0,0,0,0,0,1,0
RPL39P18,8,13,14,10,14,19,6,16,10,10,10,4
KAT2B,6823,7134,6319,5337,7393,7005,6054,7742,6353,5200,5379,6863
MIR3135A,0,0,0,0,1,1,5,3,1,0,0,6
SGO1,915,937,925,772,1005,905,540,668,629,497,631,611
SGO1-AS1,26,24,17,15,20,30,21,23,12,23,15,18
RNU6-822P,0,0,0,0,0,0,0,0,0,0,0,0
AC116096.1,0,2,2,2,1,1,4,3,3,0,1,4
RNU6-815P,0,0,0,0,0,0,0,0,0,0,0,0
AC099753.1,0,0,0,0,1,1,0,0,1,1,0,0
VENTXP7,1,0,0,0,0,0,0,0,0,0,0,0
ZNF385D,4248,4231,4291,3065,4723,4647,3088,3978,3182,2498,2941,3538
ZNF385D-AS1,0,0,0,0,0,0,0,0,0,0,0,0
ZNF385D-AS2,0,0,0,0,0,0,1,1,0,0,0,0
HMGB1P5,1070,1188,1146,779,1142,1075,678,901,790,615,681,838
AC092421.1,0,0,0,0,0,0,0,0,0,0,0,0
AC114477.1,0,0,0,0,0,0,0,0,0,0,0,0
RANP7,0,0,0,0,0,0,0,0,0,0,0,0
SALL4P5,0,0,0,0,0,0,0,0,0,0,0,0
RPL24P7,20,21,22,16,19,23,16,27,26,13,23,22
UBE2E2-AS1,4,0,1,2,1,2,2,1,1,1,2,2
UBE2E2,1887,2179,1969,1402,2115,1889,1633,2073,1804,1437,1593,1858
AC121251.1,0,0,0,0,0,0,0,0,0,0,0,1
RNU6-922P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-788P,0,0,0,0,0,0,0,0,0,0,0,0
UBE2E1-AS1,21,17,41,22,12,25,6,22,13,7,8,12
UBE2E1,8460,8867,9312,6634,8690,8534,6308,7928,6475,5620,6036,7489
ARL4AP4,6,7,1,3,4,8,3,7,1,2,3,2
NKIRAS1,3040,3414,3526,2374,3458,3272,2482,3048,2441,2152,2329,2806
RPL15,79995,91681,93506,64920,89192,81202,68154,83101,69100,60631,67196,75253
NR1D2,2971,2851,2803,2134,3069,2903,2327,3174,2599,2004,2099,2760
LINC00691,0,0,0,0,0,0,0,0,0,0,0,0
NPM1P23,0,0,0,0,0,0,0,0,0,0,0,0
THRB,82,89,57,52,99,74,85,97,75,78,79,72
RPL31P20,0,0,0,0,0,0,0,0,0,0,0,0
THRB-IT1,0,2,0,2,0,2,0,1,0,0,1,1
THRB-AS1,1,3,1,5,3,1,0,3,5,3,3,0
AC012087.2,0,0,0,0,2,0,0,2,0,0,0,0
AC012087.1,0,0,0,0,0,0,0,0,0,0,0,0
EIF3KP2,0,0,0,0,0,0,0,0,1,1,0,0
AC092422.1,28,34,27,24,42,25,29,24,18,20,27,23
RN7SL216P,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP125,0,0,0,0,4,3,0,1,0,0,0,0
RARB,412,542,450,299,574,366,332,503,365,349,410,396
CFL1P7,1,1,1,4,3,2,1,3,1,0,1,3
RNA5SP126,0,0,0,0,0,0,0,0,0,0,0,0
H3P10,0,0,0,0,0,1,0,1,0,0,0,0
AC093416.1,0,0,0,0,0,0,0,0,0,0,0,0
TOP2B,35025,38012,36821,27803,42550,40355,24730,33716,25482,21829,25149,27222
AC093416.2,4,9,6,15,19,27,10,12,9,7,12,12
MIR4442,36,47,37,35,73,68,40,63,47,39,35,33
CRIP1P2,0,0,0,0,0,0,1,0,0,0,0,0
NGLY1,2784,2777,2915,2098,2802,2848,1915,2327,1976,1607,1754,2094
AC092798.1,0,1,0,0,0,0,1,0,0,0,1,1
TAF9BP1,2,3,5,2,7,6,1,2,6,4,2,3
OXSM,785,841,927,667,806,822,579,761,587,516,585,646
LINC00692,0,1,0,0,0,0,0,0,0,0,0,0
RPEP2,0,0,0,0,0,0,0,0,0,0,0,0
HMGB3P12,0,0,0,1,0,0,0,0,0,0,0,0
VENTXP4,0,0,0,0,0,0,1,0,0,3,0,0
AC099754.1,72,84,68,69,105,93,46,43,45,40,37,53
